,#,Name,Title,Fed,Rating,B-Year,date,year,month
6,7,"Anand, Viswanathan",GM,IND,2774,1969,2019-05-01,2019,5
7,8,"Nepomniachtchi, Ian",GM,RUS,2773,1990,2019-05-01,2019,5
8,9,"Grischuk, Alexander",GM,RUS,2772,1983,2019-05-01,2019,5
9,10,"Aronian, Levon",GM,USA,2762,1982,2019-05-01,2019,5
10,11,"Nakamura, Hikaru",GM,USA,2761,1987,2019-05-01,2019,5
11,12,"Radjabov, Teimour",GM,AZE,2759,1987,2019-05-01,2019,5
12,13,"So, Wesley",GM,USA,2754,1993,2019-05-01,2019,5
13,14,"Artemiev, Vladislav",GM,RUS,2754,1998,2019-05-01,2019,5
14,15,"Kramnik, Vladimir",GM,RUS,2753,1975,2019-05-01,2019,5
15,16,"Karjakin, Sergey",GM,RUS,2752,1990,2019-05-01,2019,5
16,17,"Dominguez Perez, Leinier",GM,USA,2750,1983,2019-05-01,2019,5
17,18,"Topalov, Veselin",GM,BUL,2740,1975,2019-05-01,2019,5
18,19,"Yu, Yangyi",GM,CHN,2739,1994,2019-05-01,2019,5
19,20,"Svidler, Peter",GM,FID,2739,1976,2019-05-01,2019,5
20,21,"Rapport, Richard",GM,HUN,2736,1996,2019-05-01,2019,5
21,22,"Wei, Yi",GM,CHN,2736,1999,2019-05-01,2019,5
22,23,"Wang, Hao",GM,CHN,2735,1989,2019-05-01,2019,5
23,24,"Vitiugov, Nikita",GM,ENG,2734,1987,2019-05-01,2019,5
24,25,"Harikrishna, Pentala",GM,IND,2730,1986,2019-05-01,2019,5
25,26,"Bu, Xiangzhi",GM,CHN,2729,1985,2019-05-01,2019,5
26,27,"Navara, David",GM,CZE,2728,1985,2019-05-01,2019,5
27,28,"Duda, Jan-Krzysztof",GM,POL,2728,1998,2019-05-01,2019,5
28,29,"Wojtaszek, Radoslaw",GM,POL,2724,1987,2019-05-01,2019,5
29,30,"Andreikin, Dmitry",GM,FID,2722,1990,2019-05-01,2019,5
30,31,"Shankland, Sam",GM,USA,2717,1991,2019-05-01,2019,5
31,32,"Jakovenko, Dmitry",GM,RUS,2708,1983,2019-05-01,2019,5
32,33,"Vidit, Santosh Gujrathi",GM,IND,2707,1994,2019-05-01,2019,5
33,34,"Le, Quang Liem",GM,VIE,2704,1991,2019-05-01,2019,5
34,35,"Amin, Bassem",GM,EGY,2704,1988,2019-05-01,2019,5
35,36,"Jones, Gawain C B",GM,ENG,2702,1987,2019-05-01,2019,5
36,37,"Tomashevsky, Evgeny",GM,RUS,2702,1987,2019-05-01,2019,5
37,38,"Adhiban, B.",GM,IND,2701,1992,2019-05-01,2019,5
38,39,"Rodshtein, Maxim",GM,ISR,2699,1989,2019-05-01,2019,5
39,40,"Li, Chao b",GM,CHN,2699,1989,2019-05-01,2019,5
40,41,"Howell, David W L",GM,ENG,2698,1990,2019-05-01,2019,5
41,42,"Matlakov, Maxim",GM,RUS,2697,1991,2019-05-01,2019,5
42,43,"Saric, Ivan",GM,CRO,2694,1990,2019-05-01,2019,5
43,44,"Wang, Yue",GM,CHN,2694,1987,2019-05-01,2019,5
44,45,"Adams, Michael",GM,ENG,2693,1971,2019-05-01,2019,5
45,46,"Inarkiev, Ernesto",GM,RUS,2691,1985,2019-05-01,2019,5
46,47,"Kryvoruchko, Yuriy",GM,UKR,2691,1986,2019-05-01,2019,5
47,48,"Dubov, Daniil",GM,RUS,2690,1996,2019-05-01,2019,5
48,49,"Grandelius, Nils",GM,SWE,2688,1993,2019-05-01,2019,5
49,50,"Vallejo Pons, Francisco",GM,ESP,2688,1982,2019-05-01,2019,5
50,51,"Sadler, Matthew D",GM,ENG,2688,1974,2019-05-01,2019,5
51,52,"Korobov, Anton",GM,UKR,2687,1985,2019-05-01,2019,5
52,53,"Almasi, Zoltan",GM,HUN,2687,1976,2019-05-01,2019,5
53,54,"Cori, Jorge",GM,PER,2686,1995,2019-05-01,2019,5
54,55,"Fedoseev, Vladimir",GM,SLO,2683,1995,2019-05-01,2019,5
55,56,"Firouzja, Alireza",GM,FRA,2682,2003,2019-05-01,2019,5
56,57,"Ragger, Markus",GM,AUT,2682,1988,2019-05-01,2019,5
57,58,"Naiditsch, Arkadij",GM,BUL,2682,1985,2019-05-01,2019,5
58,59,"Sargissian, Gabriel",GM,ARM,2681,1983,2019-05-01,2019,5
59,60,"McShane, Luke J",GM,ENG,2681,1984,2019-05-01,2019,5
60,61,"Xiong, Jeffery",GM,USA,2679,2000,2019-05-01,2019,5
61,62,"Bacrot, Etienne",GM,FRA,2678,1983,2019-05-01,2019,5
62,63,"Nabaty, Tamir",GM,ISR,2678,1991,2019-05-01,2019,5
63,64,"Kovalev, Vladislav",GM,FID,2678,1994,2019-05-01,2019,5
64,65,"Berkes, Ferenc",GM,HUN,2677,1985,2019-05-01,2019,5
65,66,"Ivanchuk, Vasyl",GM,UKR,2677,1969,2019-05-01,2019,5
66,67,"Gelfand, Boris",GM,ISR,2676,1968,2019-05-01,2019,5
67,68,"Ni, Hua",GM,CHN,2675,1983,2019-05-01,2019,5
68,69,"Areshchenko, Alexander",GM,UKR,2675,1986,2019-05-01,2019,5
69,70,"Ponomariov, Ruslan",GM,UKR,2675,1983,2019-05-01,2019,5
70,71,"Najer, Evgeniy",GM,FID,2674,1977,2019-05-01,2019,5
71,72,"Leko, Peter",GM,HUN,2674,1979,2019-05-01,2019,5
72,73,"Sasikiran, Krishnan",GM,IND,2673,1981,2019-05-01,2019,5
73,74,"Salem, A.R. Saleh",GM,UAE,2672,1993,2019-05-01,2019,5
74,75,"Demchenko, Anton",GM,SLO,2671,1987,2019-05-01,2019,5
75,76,"Maghsoodloo, Parham",GM,IRI,2671,2000,2019-05-01,2019,5
76,77,"Nisipeanu, Liviu-Dieter",GM,ROU,2667,1976,2019-05-01,2019,5
77,78,"Cheparinov, Ivan",GM,BUL,2667,1986,2019-05-01,2019,5
78,79,"Anton Guijarro, David",GM,ESP,2667,1995,2019-05-01,2019,5
79,80,"Swiercz, Dariusz",GM,USA,2667,1994,2019-05-01,2019,5
80,81,"Sevian, Samuel",GM,USA,2666,2000,2019-05-01,2019,5
81,82,"Kuzubov, Yuriy",GM,UKR,2664,1990,2019-05-01,2019,5
82,83,"Kamsky, Gata",GM,USA,2664,1974,2019-05-01,2019,5
83,84,"Bruzon Batista, Lazaro",GM,USA,2664,1982,2019-05-01,2019,5
84,85,"Kovalenko, Igor",GM,UKR,2663,1988,2019-05-01,2019,5
85,86,"Hou, Yifan",GM,CHN,2662,1994,2019-05-01,2019,5
86,87,"Dreev, Aleksey",GM,RUS,2662,1969,2019-05-01,2019,5
87,88,"Sjugirov, Sanan",GM,HUN,2661,1993,2019-05-01,2019,5
88,89,"Eljanov, Pavel",GM,UKR,2661,1983,2019-05-01,2019,5
89,90,"Malakhov, Vladimir",GM,FID,2660,1980,2019-05-01,2019,5
90,91,"Laznicka, Viktor",GM,CZE,2660,1988,2019-05-01,2019,5
91,92,"Shirov, Alexei",GM,ESP,2658,1972,2019-05-01,2019,5
92,93,"Melkumyan, Hrant",GM,ARM,2658,1989,2019-05-01,2019,5
93,94,"Van Kampen, Robin",GM,NED,2658,1994,2019-05-01,2019,5
94,95,"Piorun, Kacper",GM,POL,2657,1991,2019-05-01,2019,5
95,96,"Morozevich, Alexander",GM,RUS,2656,1977,2019-05-01,2019,5
96,97,"Guseinov, Gadir",GM,AZE,2654,1986,2019-05-01,2019,5
97,98,"Riazantsev, Alexander",GM,RUS,2653,1985,2019-05-01,2019,5
98,99,"Robson, Ray",GM,USA,2652,1994,2019-05-01,2019,5
0,1,"Carlsen, Magnus",GM,NOR,2875,1990,2019-06-01,2019,6
1,2,"Caruana, Fabiano",GM,USA,2819,1992,2019-06-01,2019,6
2,3,"Ding, Liren",GM,CHN,2805,1992,2019-06-01,2019,6
3,4,"Vachier-Lagrave, Maxime",GM,FRA,2779,1990,2019-06-01,2019,6
4,5,"Giri, Anish",GM,NED,2779,1994,2019-06-01,2019,6
5,6,"Grischuk, Alexander",GM,RUS,2775,1983,2019-06-01,2019,6
6,7,"Nepomniachtchi, Ian",GM,RUS,2775,1990,2019-06-01,2019,6
7,8,"Mamedyarov, Shakhriyar",GM,AZE,2774,1985,2019-06-01,2019,6
8,9,"Anand, Viswanathan",GM,IND,2767,1969,2019-06-01,2019,6
9,10,"Artemiev, Vladislav",GM,RUS,2761,1998,2019-06-01,2019,6
10,11,"Dominguez Perez, Leinier",GM,USA,2760,1983,2019-06-01,2019,6
11,12,"Radjabov, Teimour",GM,AZE,2759,1987,2019-06-01,2019,6
12,13,"Nakamura, Hikaru",GM,USA,2754,1987,2019-06-01,2019,6
13,14,"So, Wesley",GM,USA,2754,1993,2019-06-01,2019,6
14,15,"Kramnik, Vladimir",GM,RUS,2753,1975,2019-06-01,2019,6
15,16,"Aronian, Levon",GM,USA,2752,1982,2019-06-01,2019,6
16,17,"Karjakin, Sergey",GM,RUS,2748,1990,2019-06-01,2019,6
17,18,"Wei, Yi",GM,CHN,2741,1999,2019-06-01,2019,6
18,19,"Topalov, Veselin",GM,BUL,2740,1975,2019-06-01,2019,6
19,20,"Yu, Yangyi",GM,CHN,2738,1994,2019-06-01,2019,6
20,21,"Svidler, Peter",GM,FID,2737,1976,2019-06-01,2019,6
21,22,"Wojtaszek, Radoslaw",GM,POL,2737,1987,2019-06-01,2019,6
22,23,"Wang, Hao",GM,CHN,2737,1989,2019-06-01,2019,6
23,24,"Rapport, Richard",GM,HUN,2735,1996,2019-06-01,2019,6
24,25,"Harikrishna, Pentala",GM,IND,2734,1986,2019-06-01,2019,6
25,26,"Navara, David",GM,CZE,2734,1985,2019-06-01,2019,6
26,27,"Duda, Jan-Krzysztof",GM,POL,2729,1998,2019-06-01,2019,6
27,28,"Bu, Xiangzhi",GM,CHN,2729,1985,2019-06-01,2019,6
28,29,"Vitiugov, Nikita",GM,ENG,2727,1987,2019-06-01,2019,6
29,30,"Andreikin, Dmitry",GM,FID,2727,1990,2019-06-01,2019,6
30,31,"Shankland, Sam",GM,USA,2717,1991,2019-06-01,2019,6
31,32,"Jones, Gawain C B",GM,ENG,2709,1987,2019-06-01,2019,6
32,33,"Amin, Bassem",GM,EGY,2707,1988,2019-06-01,2019,6
33,34,"Vidit, Santosh Gujrathi",GM,IND,2707,1994,2019-06-01,2019,6
34,35,"Jakovenko, Dmitry",GM,RUS,2704,1983,2019-06-01,2019,6
35,36,"Tomashevsky, Evgeny",GM,RUS,2702,1987,2019-06-01,2019,6
36,37,"Matlakov, Maxim",GM,RUS,2701,1991,2019-06-01,2019,6
37,38,"Dubov, Daniil",GM,RUS,2700,1996,2019-06-01,2019,6
38,39,"Li, Chao b",GM,CHN,2698,1989,2019-06-01,2019,6
39,40,"Le, Quang Liem",GM,VIE,2694,1991,2019-06-01,2019,6
40,41,"Wang, Yue",GM,CHN,2694,1987,2019-06-01,2019,6
41,42,"Inarkiev, Ernesto",GM,RUS,2693,1985,2019-06-01,2019,6
42,43,"Sadler, Matthew D",GM,ENG,2692,1974,2019-06-01,2019,6
43,44,"Howell, David W L",GM,ENG,2692,1990,2019-06-01,2019,6
44,45,"Ivanchuk, Vasyl",GM,UKR,2691,1969,2019-06-01,2019,6
45,46,"Grandelius, Nils",GM,SWE,2691,1993,2019-06-01,2019,6
46,47,"Kryvoruchko, Yuriy",GM,UKR,2691,1986,2019-06-01,2019,6
47,48,"Adams, Michael",GM,ENG,2690,1971,2019-06-01,2019,6
48,49,"McShane, Luke J",GM,ENG,2688,1984,2019-06-01,2019,6
49,50,"Vallejo Pons, Francisco",GM,ESP,2687,1982,2019-06-01,2019,6
50,51,"Almasi, Zoltan",GM,HUN,2687,1976,2019-06-01,2019,6
51,52,"Korobov, Anton",GM,UKR,2687,1985,2019-06-01,2019,6
52,53,"Cori, Jorge",GM,PER,2686,1995,2019-06-01,2019,6
53,54,"Rodshtein, Maxim",GM,ISR,2685,1989,2019-06-01,2019,6
54,55,"Ragger, Markus",GM,AUT,2684,1988,2019-06-01,2019,6
55,56,"Xiong, Jeffery",GM,USA,2684,2000,2019-06-01,2019,6
56,57,"Firouzja, Alireza",GM,FRA,2682,2003,2019-06-01,2019,6
57,58,"Naiditsch, Arkadij",GM,BUL,2681,1985,2019-06-01,2019,6
58,59,"Sargissian, Gabriel",GM,ARM,2681,1983,2019-06-01,2019,6
59,60,"Saric, Ivan",GM,CRO,2680,1990,2019-06-01,2019,6
60,61,"Fedoseev, Vladimir",GM,SLO,2680,1995,2019-06-01,2019,6
61,62,"Anton Guijarro, David",GM,ESP,2678,1995,2019-06-01,2019,6
62,63,"Najer, Evgeniy",GM,FID,2678,1977,2019-06-01,2019,6
63,64,"Nabaty, Tamir",GM,ISR,2678,1991,2019-06-01,2019,6
64,65,"Sevian, Samuel",GM,USA,2677,2000,2019-06-01,2019,6
65,66,"Adhiban, B.",GM,IND,2676,1992,2019-06-01,2019,6
66,67,"Gelfand, Boris",GM,ISR,2676,1968,2019-06-01,2019,6
67,68,"Berkes, Ferenc",GM,HUN,2675,1985,2019-06-01,2019,6
68,69,"Ponomariov, Ruslan",GM,UKR,2675,1983,2019-06-01,2019,6
69,70,"Areshchenko, Alexander",GM,UKR,2675,1986,2019-06-01,2019,6
70,71,"Leko, Peter",GM,HUN,2674,1979,2019-06-01,2019,6
71,72,"Kamsky, Gata",GM,USA,2673,1974,2019-06-01,2019,6
72,73,"Sasikiran, Krishnan",GM,IND,2673,1981,2019-06-01,2019,6
73,74,"Salem, A.R. Saleh",GM,UAE,2672,1993,2019-06-01,2019,6
74,75,"Bacrot, Etienne",GM,FRA,2671,1983,2019-06-01,2019,6
75,76,"Kuzubov, Yuriy",GM,UKR,2671,1990,2019-06-01,2019,6
76,77,"Demchenko, Anton",GM,SLO,2671,1987,2019-06-01,2019,6
77,78,"Ni, Hua",GM,CHN,2668,1983,2019-06-01,2019,6
78,79,"Swiercz, Dariusz",GM,USA,2667,1994,2019-06-01,2019,6
79,80,"Sjugirov, Sanan",GM,HUN,2667,1993,2019-06-01,2019,6
80,81,"Nisipeanu, Liviu-Dieter",GM,ROU,2667,1976,2019-06-01,2019,6
81,82,"Cheparinov, Ivan",GM,BUL,2666,1986,2019-06-01,2019,6
82,83,"Malakhov, Vladimir",GM,FID,2665,1980,2019-06-01,2019,6
83,84,"Maghsoodloo, Parham",GM,IRI,2665,2000,2019-06-01,2019,6
84,85,"Kovalev, Vladislav",GM,FID,2661,1994,2019-06-01,2019,6
85,86,"Laznicka, Viktor",GM,CZE,2660,1988,2019-06-01,2019,6
86,87,"Hou, Yifan",GM,CHN,2659,1994,2019-06-01,2019,6
87,88,"Melkumyan, Hrant",GM,ARM,2658,1989,2019-06-01,2019,6
88,89,"Shirov, Alexei",GM,ESP,2658,1972,2019-06-01,2019,6
89,90,"Bruzon Batista, Lazaro",GM,USA,2657,1982,2019-06-01,2019,6
90,91,"Kasimdzhanov, Rustam",GM,UZB,2657,1979,2019-06-01,2019,6
91,92,"Dreev, Aleksey",GM,RUS,2657,1969,2019-06-01,2019,6
92,93,"Piorun, Kacper",GM,POL,2656,1991,2019-06-01,2019,6
93,94,"Eljanov, Pavel",GM,UKR,2655,1983,2019-06-01,2019,6
94,95,"Motylev, Alexander",GM,ROU,2654,1979,2019-06-01,2019,6
95,96,"Gledura, Benjamin",GM,HUN,2654,1999,2019-06-01,2019,6
96,97,"Guseinov, Gadir",GM,AZE,2654,1986,2019-06-01,2019,6
97,98,"Robson, Ray",GM,USA,2652,1994,2019-06-01,2019,6
98,99,"Kovalenko, Igor",GM,UKR,2651,1988,2019-06-01,2019,6
0,1,"Carlsen, Magnus",GM,NOR,2872,1990,2019-07-01,2019,7
1,2,"Caruana, Fabiano",GM,USA,2819,1992,2019-07-01,2019,7
2,3,"Ding, Liren",GM,CHN,2812,1992,2019-07-01,2019,7
3,4,"Giri, Anish",GM,NED,2779,1994,2019-07-01,2019,7
4,5,"Vachier-Lagrave, Maxime",GM,FRA,2775,1990,2019-07-01,2019,7
5,6,"Nepomniachtchi, Ian",GM,RUS,2775,1990,2019-07-01,2019,7
6,7,"Grischuk, Alexander",GM,RUS,2766,1983,2019-07-01,2019,7
7,8,"Mamedyarov, Shakhriyar",GM,AZE,2765,1985,2019-07-01,2019,7
8,9,"Anand, Viswanathan",GM,IND,2764,1969,2019-07-01,2019,7
9,10,"So, Wesley",GM,USA,2763,1993,2019-07-01,2019,7
10,11,"Artemiev, Vladislav",GM,RUS,2761,1998,2019-07-01,2019,7
11,12,"Dominguez Perez, Leinier",GM,USA,2760,1983,2019-07-01,2019,7
12,13,"Radjabov, Teimour",GM,AZE,2759,1987,2019-07-01,2019,7
13,14,"Aronian, Levon",GM,USA,2756,1982,2019-07-01,2019,7
14,15,"Nakamura, Hikaru",GM,USA,2754,1987,2019-07-01,2019,7
15,16,"Kramnik, Vladimir",GM,RUS,2753,1975,2019-07-01,2019,7
16,17,"Karjakin, Sergey",GM,RUS,2748,1990,2019-07-01,2019,7
17,18,"Topalov, Veselin",GM,BUL,2740,1975,2019-07-01,2019,7
18,19,"Wei, Yi",GM,CHN,2737,1999,2019-07-01,2019,7
19,20,"Wojtaszek, Radoslaw",GM,POL,2737,1987,2019-07-01,2019,7
20,21,"Svidler, Peter",GM,FID,2737,1976,2019-07-01,2019,7
21,22,"Yu, Yangyi",GM,CHN,2736,1994,2019-07-01,2019,7
22,23,"Rapport, Richard",GM,HUN,2735,1996,2019-07-01,2019,7
23,24,"Harikrishna, Pentala",GM,IND,2734,1986,2019-07-01,2019,7
24,25,"Navara, David",GM,CZE,2734,1985,2019-07-01,2019,7
25,26,"Duda, Jan-Krzysztof",GM,POL,2729,1998,2019-07-01,2019,7
26,27,"Vitiugov, Nikita",GM,ENG,2727,1987,2019-07-01,2019,7
27,28,"Andreikin, Dmitry",GM,FID,2727,1990,2019-07-01,2019,7
28,29,"Wang, Hao",GM,CHN,2725,1989,2019-07-01,2019,7
29,30,"Bu, Xiangzhi",GM,CHN,2722,1985,2019-07-01,2019,7
30,31,"Le, Quang Liem",GM,VIE,2713,1991,2019-07-01,2019,7
31,32,"Shankland, Sam",GM,USA,2713,1991,2019-07-01,2019,7
32,33,"Jakovenko, Dmitry",GM,RUS,2711,1983,2019-07-01,2019,7
33,34,"Amin, Bassem",GM,EGY,2707,1988,2019-07-01,2019,7
34,35,"Vidit, Santosh Gujrathi",GM,IND,2703,1994,2019-07-01,2019,7
35,36,"Tomashevsky, Evgeny",GM,RUS,2702,1987,2019-07-01,2019,7
36,37,"Matlakov, Maxim",GM,RUS,2701,1991,2019-07-01,2019,7
37,38,"Dubov, Daniil",GM,RUS,2700,1996,2019-07-01,2019,7
38,39,"Howell, David W L",GM,ENG,2697,1990,2019-07-01,2019,7
39,40,"Wang, Yue",GM,CHN,2694,1987,2019-07-01,2019,7
40,41,"Inarkiev, Ernesto",GM,RUS,2693,1985,2019-07-01,2019,7
41,42,"Jones, Gawain C B",GM,ENG,2692,1987,2019-07-01,2019,7
42,43,"Sadler, Matthew D",GM,ENG,2692,1974,2019-07-01,2019,7
43,44,"Xiong, Jeffery",GM,USA,2691,2000,2019-07-01,2019,7
44,45,"Li, Chao b",GM,CHN,2691,1989,2019-07-01,2019,7
45,46,"Kryvoruchko, Yuriy",GM,UKR,2691,1986,2019-07-01,2019,7
46,47,"Grandelius, Nils",GM,SWE,2691,1993,2019-07-01,2019,7
47,48,"Adams, Michael",GM,ENG,2690,1971,2019-07-01,2019,7
48,49,"McShane, Luke J",GM,ENG,2688,1984,2019-07-01,2019,7
49,50,"Korobov, Anton",GM,UKR,2687,1985,2019-07-01,2019,7
50,51,"Vallejo Pons, Francisco",GM,ESP,2687,1982,2019-07-01,2019,7
51,52,"Almasi, Zoltan",GM,HUN,2687,1976,2019-07-01,2019,7
52,53,"Cori, Jorge",GM,PER,2686,1995,2019-07-01,2019,7
53,54,"Firouzja, Alireza",GM,FRA,2685,2003,2019-07-01,2019,7
54,55,"Rodshtein, Maxim",GM,ISR,2685,1989,2019-07-01,2019,7
55,56,"Ivanchuk, Vasyl",GM,UKR,2684,1969,2019-07-01,2019,7
56,57,"Ragger, Markus",GM,AUT,2684,1988,2019-07-01,2019,7
57,58,"Saric, Ivan",GM,CRO,2681,1990,2019-07-01,2019,7
58,59,"Berkes, Ferenc",GM,HUN,2681,1985,2019-07-01,2019,7
59,60,"Fedoseev, Vladimir",GM,SLO,2681,1995,2019-07-01,2019,7
60,61,"Naiditsch, Arkadij",GM,BUL,2681,1985,2019-07-01,2019,7
61,62,"Sargissian, Gabriel",GM,ARM,2681,1983,2019-07-01,2019,7
62,63,"Anton Guijarro, David",GM,ESP,2678,1995,2019-07-01,2019,7
63,64,"Najer, Evgeniy",GM,FID,2678,1977,2019-07-01,2019,7
64,65,"Nabaty, Tamir",GM,ISR,2678,1991,2019-07-01,2019,7
65,66,"Gelfand, Boris",GM,ISR,2676,1968,2019-07-01,2019,7
66,67,"Sasikiran, Krishnan",GM,IND,2675,1981,2019-07-01,2019,7
67,68,"Areshchenko, Alexander",GM,UKR,2675,1986,2019-07-01,2019,7
68,69,"Ponomariov, Ruslan",GM,UKR,2675,1983,2019-07-01,2019,7
69,70,"Leko, Peter",GM,HUN,2674,1979,2019-07-01,2019,7
70,71,"Kamsky, Gata",GM,USA,2673,1974,2019-07-01,2019,7
71,72,"Nisipeanu, Liviu-Dieter",GM,ROU,2672,1976,2019-07-01,2019,7
72,73,"Salem, A.R. Saleh",GM,UAE,2672,1993,2019-07-01,2019,7
73,74,"Kuzubov, Yuriy",GM,UKR,2671,1990,2019-07-01,2019,7
74,75,"Bacrot, Etienne",GM,FRA,2671,1983,2019-07-01,2019,7
75,76,"Ni, Hua",GM,CHN,2668,1983,2019-07-01,2019,7
76,77,"Sevian, Samuel",GM,USA,2667,2000,2019-07-01,2019,7
77,78,"Sjugirov, Sanan",GM,HUN,2667,1993,2019-07-01,2019,7
78,79,"Swiercz, Dariusz",GM,USA,2666,1994,2019-07-01,2019,7
79,80,"Cheparinov, Ivan",GM,BUL,2666,1986,2019-07-01,2019,7
80,81,"Adhiban, B.",GM,IND,2665,1992,2019-07-01,2019,7
81,82,"Demchenko, Anton",GM,SLO,2665,1987,2019-07-01,2019,7
82,83,"Malakhov, Vladimir",GM,FID,2665,1980,2019-07-01,2019,7
83,84,"Bruzon Batista, Lazaro",GM,USA,2661,1982,2019-07-01,2019,7
